poly_10;0.7;RF2;20.940042664890882;33.00714463090915
poly_1;0.7;RF2;3.523278820267872;9.515401819010705
poly_2;0.7;RF2;4.343575396744159;8.489637977913068
poly_3;0.7;RF2;8.17987194752298;16.222258815398693
poly_4;0.7;RF2;10.703523026230048;16.915790887734467
poly_5~;0.7;RF2;6.617110266220201;12.73019056528755
poly_6;0.7;RF2;6.593025589445337;14.025213066367149
poly_7;0.7;RF2;24.672846810807727;36.10261016531226
poly_8;0.7;RF2;6.3712842015812425;12.407219676997203
poly_9;0.7;RF2;5.29556499726405;10.726815327703969
gau_10;0.7;RF2;11.82015986192754;16.889826553222896
gau_11;0.7;RF2;16.956901341024523;22.37451528318936
gau_12;0.7;RF2;21.875751166206616;29.684275862064933
gau_13;0.7;RF2;31.587759100399435;40.51453586261056
gau_14;0.7;RF2;2.4585995608552094;4.6876729867084
gau_15;0.7;RF2;19.91999836349531;25.750335959370215
gau_16;0.7;RF2;12.532980395258514;19.92307023980632
gau_1;0.7;RF2;16.18488059165646;21.79774473781425
gau_2;0.7;RF2;21.22162553409462;28.601773651659837
gau_3;0.7;RF2;2.1547658847758653;4.293639854187968
gau_4;0.7;RF2;5.715826700645552;9.424935189903254
gau_5;0.7;RF2;2.4584620745531485;5.203004281550882
gau_6;0.7;RF2;9.888875277713803;15.92110827022091
gau_7;0.7;RF2;16.974383371505798;22.490428883167453
gau_8;0.7;RF2;4.37417212028291;9.062835645856104
gau_9;0.7;RF2;4.130549683549338;7.141749883428836
exp_down_1;0.7;RF2;14.989555185472833;26.619090926904846
exp_down_2;0.7;RF2;11.029841466031279;19.835888687403813
exp_down_3;0.7;RF2;15.959265939550662;25.8776742006911
exp_down_4;0.7;RF2;10.618458006238816;17.43144794152663
exp_down_5;0.7;RF2;8.450774577938903;16.27053805689714
exp_down_6;0.7;RF2;2.933234979148655;6.148959771605691
exp_down_7;0.7;RF2;10.040502051468163;18.819745022358664
exp_down_8;0.7;RF2;6.66477293914337;16.44565842821398
exp_up_1;0.7;RF2;13.356053667268421;25.888621955880648
exp_up_2;0.7;RF2;11.593251237686;20.451760436305275
exp_up_3;0.7;RF2;11.384249898929841;19.488070922577336
exp_up_4;0.7;RF2;21.57061293127302;31.86055168797018
lin_down_1;0.7;RF2;14.820424258748716;24.623272562986998
lin_down_2;0.7;RF2;16.912674440336655;26.02943639053266
lin_down_3;0.7;RF2;5.053446497247807;10.558185244086149
lin_up_01;0.7;RF2;4.770465746286551;9.921243228205643
uni_10;0.7;RF2;18.02165172813351;27.109477899174323
uni_1;0.7;RF2;11.157534733169658;17.216909296825342
uni_2;0.7;RF2;6.67688419153277;11.829148257982231
uni_3;0.7;RF2;15.636875050826644;24.700793007577204
uni_4~;0.7;RF2;24.644790495994783;37.37634229721474
uni_5;0.7;RF2;14.649522285773964;24.066889903992525
uni_6;0.7;RF2;23.008893734197077;32.75496694570114
uni_7;0.7;RF2;17.706390115921778;26.300085349230326
uni_8;0.7;RF2;19.817750517908827;28.45626211828951
uni_9;0.7;RF2;27.0545303666522;37.094193445898796
